,Id,Title,Text,OriginalText,CreationDate
125,75918443,Federated Learning implementation code show RuntimeError : element input 0 1,"Federated Learning implementation code show RuntimeError : element input 0 1   ` import torch import torch.nn nn import torch.optim optim torch.utils.data import DataLoader , Dataset import numpy np sklearn.dataset import load_breast_cancer sklearn.model_selection import train_test_split      `    the code work perfectly upto num_rounds=96 numround give great equal 97 , show error :    ` RuntimeError Traceback ( most recent call last )     < cell line : 47 > ( ) 79 torch.no_grad ( ): 80 global_output = global_model(torch.tensor(x_train , dtype = torch.float32 ) ) --- > 81 global_loss = criterion(global_output , torch.tensor(y_train , dtype = torch.float32).view(-1 , 1 ) ) 82 global_pre = ( global_output > 0.5).int().numpy().flatten ( ) 83 accuracy = np.mean(global_pre = = y_train )    2 frame    /usr / local / lib / python3.9 / dist - package / torch / nn / functional.py binary_cross_entropy(input , target , weight , size_average , reduce , reduction ) 3093 weight = weight.expand(new_size ) 3094 - > 3095 return torch._C._nn.binary_cross_entropy(input , target , weight , reduction_enum ) 3096 3097    RuntimeError : element input 0 1 `","Federated Learning implementation code shows a RuntimeError: all elements of input should be between 0 and 1  `
import torch
import torch.nn as nn
import torch.optim as optim
from torch.utils.data import DataLoader, Dataset
import numpy as np
from sklearn.datasets import load_breast_cancer
from sklearn.model_selection import train_test_split 
 
 ` 
 the code works perfectly upto num_rounds=96 but when the numround is given greater then or equal to 97, it shows an error: 
 `
RuntimeError                              Traceback (most recent call last) 
  in <cell line: 47>()
79     with torch.no_grad():
80         global_outputs = global_model(torch.tensor(X_train, dtype=torch.float32))
---> 81         global_loss = criterion(global_outputs, torch.tensor(y_train, dtype=torch.float32).view(-1, 1))
82         global_pred = (global_outputs > 0.5).int().numpy().flatten()
83         accuracy = np.mean(global_pred == y_train) 
 2 frames 
 /usr/local/lib/python3.9/dist-packages/torch/nn/functional.py in binary_cross_entropy(input, target, weight, size_average, reduce, reduction)
3093         weight = weight.expand(new_size)
3094
-> 3095     return torch._C._nn.binary_cross_entropy(input, target, weight, reduction_enum)
3096
3097 
 RuntimeError: all elements of input should be between 0 and 1
` 
",45019.43462
126,76106294,solve error get training client flower framework federate learning ?,"solve error get training client flower framework federate learning ?   I try implement Federated Learning use Flower framework python . get follow error start process .    here try ,      in code cid refer clientID ,","How do I solve the error which I get during training the clients in flower framework for federated learning?  I am trying to implement Federated Learning using Flower framework in python. I get the following error when I start the process. 
 Here is what I tried, 
 
 In the above code cid refers to the clientID, 
",45042.00998
127,76140070,resolve : model parameter load simulating federate learn Semantic Segmentation task use Flower Pytorch,"resolve : model parameter load simulating federate learn Semantic Segmentation task use Flower Pytorch   I m work federate UNET semantic segmentation workflow use flower Pytorch . right load datum run centralized training try federate see model parameter load properly . include google colab notebook code log output , keep question short .      I m leave incase someone trying implement similar workflow . feel free reach out .","Resolved: Model parameters not loading when simulating a federated learning Semantic Segmentation task using Flower and Pytorch  Im working on federating a UNET semantic segmentation workflow using flower and Pytorch. As of right now I can load the data and run a centralized training but once I try to federate it I see that model parameters are not being loaded properly. I have included a google colab notebook to the code and the log output, to keep the question short. 
 
 Im leaving this up here incase someone is trying to implement a similar workflow. Feel free to reach out. 
",45046.31944
128,76178468,Federated Learning would help centralise Hospitals clinical datum cohort ( database ) ? especially Electronic Health Records dataset,Federated Learning would help centralise Hospitals clinical datum cohort ( database ) ? especially Electronic Health Records dataset   what library use federate learning process ? datum encryption technique use protect dataset ?    I study article blog health sector difficult implement health organisation agree share datum . way trust federate learning would support protective way,"How Federated Learning would help to centralise Hospitals and clinical data cohorts (databases)? Especially Electronic Health Records datasets  What are the libraries we can use for federated learning process?
what are the data encryption techniques used to protect datasets? 
 I studied some articles and blogs but in health sector its difficult to implement because health organisations are not agree t share data. in other way they have no trust on federated learning that it would support as a protective way 
",45051.10133
129,76288080,Differential Privacy error PyTorch use Opacus PrivacyEngine - troubleshoot ?,Differential Privacy error PyTorch use Opacus PrivacyEngine - troubleshoot ?   the problem give code be :      .    the code give below :      how fix issue PrivacyEngine Opacus differential privacy ?,"Differential Privacy error in PyTorch using Opacus PrivacyEngine - how to troubleshoot?  The problem of the given code is: 
 
 . 
 The code is given below: 
 
 How do I fix this issue in the PrivacyEngine of Opacus for differential privacy? 
",45065.42407
130,76658088,can not install shfl python,"can not install shfl python   I try use shfl python library . import shfl , get error   , apparently can not install it .    I use three follow command unsuccessful error mention ( I use conda ) . python version   . conda version   , pip version   .    1-   ( base ) --- > get error :      2-    ( base ) --- > get error :      3-    ( because use conda environment ) --- > get error :  ","Cannot install shfl in python  I am trying to use shfl python library. When I import shfl, I get the error  , and apparently I cannot install it. 
 I have used three following commands and all are unsuccessful with the errors I mention below (I use conda). My python version is  . My conda version is  , and my pip version is  . 
 1-  (based on ) ---> I get this error: 
 
 2-   (based on ) ---> I get this error: 
 
 3-   (because I use conda environment) ---> I get this error: 
 
",45118.03132
131,76750150,library get weight local model every round Federated Learning ?,"library get weight local model every round Federated Learning ?   in federated learning , want get weight local model every round , cluster local client base weight , use training_process.get_model_weights(train_state ) get global weight only .    I use training_process.get_model_weights(train_state ) get global weight , find library function get weight client yet .","Is there an library to get weights of each local model every round of Federated Learning?  In federated learning, I want to get weights of each local model every round, then I will cluster local clients based on their weights, but I can just use training_process.get_model_weights(train_state) to get global weights only. 
 I did use training_process.get_model_weights(train_state) to get global weights, but I havent found any library or function to get weights of each clients yet. 
",45130.84462
132,76772278,"pytorch : calculate loss respect alpha , nn . paramter","pytorch : calculate loss respect alpha , nn . Paramter   I try implement follow algorithm . step 18 , gradient loss respect alpha compute try access .grad atribute alpha , get none , mean gradient compute alpha    my model follow :      with training loop go like this :      what problem implemntation .    I try different retrain_grad ( ) loss computation","Pytorch: Calculating the loss with respect to alpha, which is a nn.Paramter  I am trying to implement the following algorithm
. In step 18, the gradient of the loss with respect to alpha is being computed and when i try to access this .grad atribute for alpha, I get None, which means that there is no gradient computed for alpha 
 My model is as follow: 
 
 with a training loop that goes like this: 
 
 What is the problem with this implemntation. 
 I tried different retrain_grad() after the loss computation 
",45133.59834
133,76935633,could connect docker container,"could connect docker container   I federate server ( flower framework ) run docker container raspberry pi device network client ( my laptop ) . client able establish connection server .      I enable port forward docker container 8080 8000 . try connect client serverâ€ ™ s 192.168.0.104:8000 address port . get error      I disable firewall client ( my laptop ) .    I search whether raspberry pi firewall blocking connection , havenâ€ ™ t find solid information . miss anything , share information direction must head appreciate .    thank you .","Could not connect to the docker container  I have a federated server (flower framework) running in a docker container in the raspberry pi device in the same network as the client (My laptop). The client is not able to establish a connection with the server. 
 
 I enabled port forwarding for the docker container from 8080 to 8000. When I try to connect the client to the serverâ€™s 192.168.0.104:8000 address and port. I get the error 
 
 I have disabled the firewall in the client (my laptop). 
 I searched whether raspberry pi has any firewall blocking the connection, but I havenâ€™t found any solid information. Am I missing anything, sharing any information or direction in which I must head will be appreciated. 
 Thank you. 
",45157.60887
134,77107057,make model_average exclusive federate learning use Python thread,"make model_average exclusive federate learning use Python Threads   I create    thread use follow code :      in run function , several piece code , follow :      in reply function , call one function . want write code way every thread proceed next line calling function .    every thread must average model proceed next line . understand use Python condition variable . that ?    the follow function must mutually exclusive .      every thread proceed next line execute piece code .    I write code part implement federate learning algorithm .","make model_averaging exclusive in federated learning using Python Threads  I am creating   threads using the following code: 
 
 In the run function, there are several pieces of code, as follows: 
 
 In the reply function, I have called one function. I want to write this code in such a way that every thread will proceed to the next line after calling this function. 
 Every thread must average the model and then proceed to the next line. I understood that I have to use Python condition variable. How can I do that? 
 The following functions must be mutually exclusive. 
 
 Every thread will proceed to the next line after executing this piece of code. 
 I am writing this code as part of implementing a federated learning algorithm.
 
",45183.70968
135,77136636,"face AttributeError : module syft attribute VirtualWorker # create VirtualWorkers hook = syft . VirtualWorker(hook , id = hook )","face AttributeError : module syft attribute VirtualWorker # create VirtualWorkers hook = syft . VirtualWorker(hook , id = hook )   I face "" AttributeError : module syft attribute VirtualWorker "" "" # create VirtualWorkers hook = syft . VirtualWorker(hook , id=""hook "" ) ""    create VirtualWorkers    hook = syft . VirtualWorker(hook , id=""hook "" ) text alice = syft . VirtualWorker(hook , id=""alice "" `    I first try use    Create PySyft hook    hook = syft . TorchHook(torch ) `    create virtual worker    bob = syft . VirtualWorker(hook , id=""bob "" ) text but depricate used approach `","i am facing AttributeError: module syft has no attribute VirtualWorker for # Create VirtualWorkers hook = syft.VirtualWorker(hook, id=hook)   i am facing ""AttributeError: module syft has no attribute VirtualWorker"" for ""# Create VirtualWorkers hook = syft.VirtualWorker(hook, id=""hook"") "" 
 Create VirtualWorkers 
 hook = syft.VirtualWorker(hook, id=""hook"")
your text alice = syft.VirtualWorker(hook, id=""alice""` 
 i first tried using 
 Create a PySyft hook 
 hook = syft.TorchHook(torch)` 
 Create virtual workers 
 bob = syft.VirtualWorker(hook, id=""bob"")
your text but it was depricated so i used this approach ` 
",45188.71758
136,77377438,fit_round receive failure flwr framework ?,"fit_round receive failure flwr framework ?   I use flwr framework send random array client server server merge array send back client .      Client code :      scenario :   suppose two client [ 1 , 2 ] [ 3 , 4 ] datum . server collect dataset concatenate they . server [ 1 , 2 , 3 , 4 ] send back client . one round client [ 1 , 2 , 3 , 4 ] .    but get result expectation . error log server side follow :  ","Why fit_round received failures in flwr framework?  I am using flwr framework to send a random array from client to server and then server will merge the array and sends back to each of the clients. 
 
 Client code: 
 
 Scenario: 
Suppose two clients have [1, 2] and [3, 4] data. The server will collect these datasets and concatenate them. Then the server will have [1, 2, 3, 4] and send back to each of the clients. So after one round each client will have [1, 2, 3, 4]. 
 But I am getting the result as my expectation. The error log on the server side is as follows: 
 
",45226.96332
137,77513547,apply federate learn YOLOv8 model ?,"apply federate learn YOLOv8 model ?   I make model detect seven object detect people use YOLOv8 save .pt .    the dataset jpg txt file consist image label .    how apply Federated Learning YOLOv8n Google colab environment ?    I m beginner CV field .      I try above , fail they .","How can I apply federated learning to YOLOv8 model?  I made a model for detecting seven objects that detect people using YOLOv8 and saved it as .pt. 
 The dataset is a jpg and txt file consisting of images and labels. 
 How can I apply Federated Learning to YOLOv8n in a Google colab environment? 
 Im a beginner in CV field. 
 
 I tried the above, but I failed all of them. 
",45250.19625
138,77534661,tensor object attribute send,"tensor object attribute send   I use pysyft library 0.8.2 implement Federated Learning experiment . one part code suppose send tensor information client establish use pysyft command . attribute send ( ) get ( ) long support Pytorch 2.1.0 .    import torch import pysyft sy    bob = sy . Worker(name = bob ) print(bob ) print(bob.client_cache ) x = torch.tensor([1,2,3 ] ) print(x ) x.send(bob ) error message : tensor object attribute send print(x )    how overcome dilemma send tensor client ?    I know whether download old version pytorch get send ( ) get ( ) attribute another way send tensor pysyft client .","Tensor object has no attribute send  I am using the pysyft library 0.8.2 to implement Federated Learning experiment. At one part of the code I am supposed to send the tensor information over clients established using pysyft commands. But the attributes send() and get() are no longer supported by Pytorch 2.1.0. 
 import torch
import pysyft as sy 
 bob = sy.Worker(name=bob)
print(bob)
print(bob.client_cache)
x = torch.tensor([1,2,3])
print(x)
x.send(bob)   # error message: Tensor objects has no attributes send
print(x) 
 How to overcome this dilemma and send tensors over the clients? 
 I do not know whether I have to download an older version of pytorch to get send() and get() attributes or there will be another way to send the tensor over pysyft client. 
",45253.25703
139,77547784,can not import tensorflow_federate,can not import tensorflow_federate   an attribute Error raise import tensorflow_federated colab though install it .          -- > import tensorflow_federated tff : AttributeError : module numpy attribute _ no_nep50_warne    how solve it ? thank you !      ,"Cant import tensorflow_federated  An attribute Error raised when importing tensorflow_federated on colab though I did install it. 
 
 
 
 --> import tensorflow_federated as tff : AttributeError: module numpy has no attribute _no_nep50_warning 
 how can I solve it?
Thank you! 
 
 
 
",45255.50425
140,77732938,training federate model bert resnet pre - train model,training federate model bert resnet pre - train model   I want train multi - modal model federate learning environment . model definition .      this    code   . want train model get error .   load datum use generator . value error  ,"training federated model by bert and resnet pre-train model  I want to train a multi-modal model in the federated learning environment.
this is my model definition. 
 
 this is my   code  .
When I want to train the model I got this error. 
I load my data by using the generator.
and this is my value error 
 
",45289.6791
141,77798059,accuracy decrease global aggregation federate learn,"accuracy decrease global aggregation federate learn   I work federate learning project . write code stimulate process federate learning . however , global aggregation every iteration , test accuracy global model decrease lot remain unchanged follow iteration . algorithm aggregation use FedAvg . try split code different unit find problem . local training , select client train 3 epoch . experiment , five client select training aggregation , model use local vgg16 fork   , dataset MNIST split i.i.d manner client :      before aggregation local model , test accuracy local model use test datum global server ,      and use aggregation code aggregate weight select client :      and global test accuracy decrease remain as      although try increase epoch local training local accuracy increase   , global accuracy still fall value before . wrong place code aggregation ?    the test accuracy remain level local accuracy .","The accuracy decreased after global aggregation in federated learning  I am working on a federated learning project. I write a code to stimulate the process of federated learning. However, after global aggregation in every iteration, the test accuracy of the global model will decrease a lot and remain unchanged in the following iteration. The algorithm of aggregation I used is FedAvg. And I have tried to split my code into different units to find out the problem.
For the local training, the selected clients train for 3 epochs. In this experiment, all five clients will be selected for training and aggregation, the model I used for the local is the vgg16 forked from  , the dataset is the MNIST and split in i.i.d manner for each client: 
 
 Before the aggregation of the local model, I test the accuracy of the local model using the test data of the global server, 
 
 And I used the aggregation code below to aggregate the weights of selected clients: 
 
 And the global test accuracy decreases and remains the same as 
 
 Although I have try to increase the epochs of local training as the local accuracy increase to  , the global accuracy still fall into the same value as before. Is there any wrong place in my code for aggregation? 
 The test accuracy should remain at the same level as the local accuracy. 
",45302.27131
142,77876217,perform Federated Learning different dataset file output feature different input feature ?,"perform Federated Learning different dataset file output feature different input feature ?   Iâ€ ™ m apply federate learn several dataset , have similar output feature different input feature , cany that . feature mean column dataset . want know even possible do ? please provide comprehensive answer ?","How can I perform Federated Learning on different dataset files having same output feature but different input feature?  Iâ€™m apply federated learning on several datasets,having similar output feature but different input features, how cany I do that. By feature I mean columns in the dataset. I want to know is this even possible to do? Please provide a comprehensive answer? 
",45315.8792
143,77918043,multiple master centralize federate learning,"multiple master centralize federate learn   I look way create federate learn scenario three master client network , function similar centralize federated learning ,    do pytorch support , library , policy , algorithm pytorch would let achieve this ?","multiple masters in centralized federated learning  I am looking for a way to create a federated learning scenario with three masters and client network, and this functions similar to centralized federated learning, 
 does pytorch support this , are there any libraries,policies, algorithms in pytorch that would let me achieve this? 
",45323.2619
144,78138686,attributeerror : preprocessclientdata object attribute create_tf_dataset_for_client,attributeerror : preprocessclientdata object attribute create_tf_dataset_for_client   I project federate learning . get error .      can anyone help resolve ?    I try load different mnist dataset . find data attribute,"AttributeError: PreprocessClientData object has no attribute create_tf_dataset_for_clients  I am doing a project in federated learning . I got this error. 
 
 Can anyone help me to resolve it ? 
 I have tried to load different mnist dataset. But I couldnt find data with attributes  
",45362.25796
145,78176551,DataLoader cause ram crash pytorch Federated Learning : solution ?,"DataLoader cause ram crash pytorch Federated Learning : solution ?   I m try implement federate learn forecast solar photovoltaic generation use LADPU dataset . preprocesse dataset , partition segment simulate federate environment , align segment unique    value 10 different client . next step involve create sequence partitions LSTM model input . use    function this , target sequence      feature predict   . however , split training validation set set PyTorch    object ( include separate    evaluation ) , issue . colab session consistently crash due exhaust available RAM . try reduce batch size limit 6 csv file , but issue persist .    I new it , I refer tutorial documentation give   usecase . I can not figure problem possibly miss something . anyone please help .  ","DataLoader Causing RAM Crashes in PyTorch Federated Learning: Solutions?  Im trying to implement federated learning to forecast solar photovoltaic generation using the LADPU dataset.
After preprocessing the dataset, I partitioned it into segments to simulate a federated environment, aligning each segment with unique   values for 10 different clients.
The next step involved creating sequences from these partitions as LSTM model inputs.
I used a   function for this, targeting sequences with   and   features to predict  .
However, when I split these into training and validation sets and set up PyTorch   objects (including a separate   for evaluation), there is an issue. My Colab session consistently crashes due to exhausting all available RAM.
I tried to reduce the batch size and limit to 6 CSV files,but the issue persists. 
 I am very new to it,I am referring to the tutorials and documentation given in  for my usecase.I cant figure out the problem or possibly I am missing out on something. Can anyone please help. 
 
",45368.79517
146,78185619,two loss function same ?,"two loss function same ?   this loss function personalize federate learning framework . lambda equal 0 , client train locally . otherwise adjust parameter base similarity global model .    Version 1 , server return global_model every client :      Version 2 , server return parameter global_model every client :      Version 1 work well , version 2 turn completely local training matter lambda be .    I know why , look I ..","Why these two loss function are not the same?  This is a loss function of a personalized federated learning framework. When lambda equals 0, all clients train locally. Otherwise they adjust their parameters based on the similarity to the global model. 
 Version 1, server returns the global_model to every client: 
 
 Version 2, server returns the parameters of the global_model to every client: 
 
 Version 1 works well, but version 2 turns into completely local training no matter what lambda is. 
 I dont know why, they look the same to me.. 
",45370.41289
147,78192538,error TypeError : object type float len ( ) add parameter weights sum_model catboost classifier,"error TypeError : object type float len ( ) add parameter weights sum_model catboost classifier   I build CatBoost model simulate federate learn system first train local model catboost model use loop code :      later append local model sum use sum_model function Catboost package :      I get error whenever add weights=0.7 parameter :      TypeError : object type float len ( )      however , try code add weight parameter , work . suggestion might problem ?","Error TypeError: object of type float has no len() when adding parameter weights to sum_model in catboost classifier  I am building a CatBoost model to simulate the federated learning system at first I am training the local models on the same Catboost model using a for loop code: 
 
 Later I am appending all the local models and sum them using Sum_model function from the Catboost package: 
 
 I am getting this error whenever I add the weights=0.7 parameter: 
 
 TypeError: object of type float has no len() 
 
 However, I tried once the same code with adding the weights parameter, and it worked. Do you have any suggestions on what might be the problem? 
",45371.43569
148,78221905,send extra parameter server Federated learning Flower Tensorflow ?,"send extra parameter server Federated learning Flower Tensorflow ?   I want send extra parameter model update server utilize extra parameter server purpose . use Flower Tensorflow project . send extra parameter , model work perfectly . currently code .    how successfully send extra parameter value server receive it ?    thank help .    I try send additional parameter get_parameter method , receive FedAvg strategy . get error again .","How to send extra parameters to server in Federated learning with Flower and Tensorflow?  I want to send extra parameters with model updates to server and then utilize those extra parameters in server for other purposes. I am using Flower and Tensorflow for this project. Before sending extra parameters, my model was working perfectly. Currently I have these code . 
 How do I successfully send extra parameters or values in server and receive it? 
 Thank you for your help. 
 I tried to send additional parameters in get_parameter method, and receive it with FedAvg strategy. But I got this error again and again.  
",45376.90185
149,78271162,Federated Averaging somehow always give identical accuracy test set,"Federated Averaging somehow always give identical accuracy test set   I implement federate averaging     omitting preprocesse save datum test set 9 train set below :      my model look like this :      now train save weight train set :       see screenshot give different accuracy train    now federate averaging   without add weight since I ve divide dataset equal size .      I aggregate weight something like :      now issue I m run regardless many weight aggregate , accuracy check test end exact same . eg . 3 seperately ( i.e weight 0 - 2,3 - 5,6 - 8) :      with 9 :      I try test set initial weight instead give different accuracy :      I m honestly stumped curious happening . explanation correction error logic would appreciate .","Federated Averaging somehow always gives identical accuracy on test set  I am implementing federated averaging on the  
 Omitting the preprocessing I am saving the data into a test set and 9 train sets as below: 
 
 My model looks like this: 
 
 Now with these I am training and saving weights for each of the train sets: 
 
 
As you can see from the screenshot each of them does give different accuracies while training 
 Now for federated averaging I am  but without adding weights since Ive divided the dataset into equal sizes. 
 
 I am aggregating the weights with something like: 
 
 Now the issue Im running into is that regardless of how many weights I aggregate, the accuracy when checking for test ends up the exact same.
eg. with 3 of them seperately (i.e weights 0-2,3-5,6-8): 
 
 with all 9: 
 
 I have tried the test set with the initial weights instead and they do give me different accuracies: 
 
 Im honestly stumped and curious about how and why this is happening. Any explanation or corrections for any error in the logic would be appreciated. 
",45386.04493
150,78294778,module tensorflow_federated.python.learning attribute Model,"module tensorflow_federated.python.learning attribute Model   I instal tff 0.75.0 , TF 2.14.1 , Python 3.10.12 work Google Colab .    error program :      thisattributeerror : module tensorflow_federated.python.learning attribute Model      I try lot version downgrade upgrade downgrade conflict issue upgrade attribute error .    which version good resolve kind error ?","module tensorflow_federated.python.learning has no attribute Model  I have installed tff 0.75.0, TF is 2.14.1, Python is 3.10.12 and working on Google Colab. 
 Error in my program: 
 
 thisAttributeError: module tensorflow_federated.python.learning has no attribute Model 
 
 I have tried lots of versions by downgrading and upgrading when I do downgrading than I have conflict issues when doing upgrading than these attribute errors. 
 Which version is best to resolve these kinds of errors? 
",45390.81962
151,78389817,Flower API run multiple aggregation server,"Flower API run multiple aggregation server   I want use Flower develop distribute federate learning application , instead single aggregator , multiple server aggregation .   wonder possible run multiple server use Flower decentralize aggregation it ?","Flower API running with multiple aggregation servers  I want to use Flower for developing a distributed federated learning application, where instead of a single aggregator, there will be multiple servers for the aggregation. 
I am wondering if it is possible to run multiple servers using Flower to decentralize the aggregation and how to do it? 
",45408.43624
152,78398118,Nan value use nn . Dropout ( ) alexnet CIFAR-10 implement per - FedAvg algorithm,"Nan value use nn . Dropout ( ) alexnet CIFAR-10 implement per - FedAvg algorithm   I m implement per - FedAvg algorithm HF - MAML , Hessian Matrix product approximate disturb model parameter $ w$ small delta $ \delta$ ( e.g. 0.001 ) , calculate bellow :    $ h = \frac{\nabla ( w+\delta*\nabla w)-\nabla ( w-\delta*\nabla w)}{2*\delta}$    then use follow formula update model : $ w = w - \beta \time ( \nabla w ( I- \alpha h))$    where \alpha \beta predefine learning - rate - like parameter . identity matrix upper equation write python code :      after update local model , send server averaging . however , use AlexNet CIFAR-10 dataset , training loss suddenly explode Nan point . try lot method , way deal comment nn . Dropout ( ) function model .      I understand why . full model code training code follow .        I try follow :      low learning rate , i.e. Alpha beta . help . client model suddenly jump infinite training loss , update model server cause model degrade mess .      lower disturbing parameter \delta . become even bad , first round model get Nan test loss . believe could place issue hide .      disable two Dropout ( ) layer AlexNet . work , run smoothly towards end .        I believe Dropout somehow break training process , disable may overfit model . figure real issue use Dropout without concern .","Nan value when using nn.Dropout() in AlexNet on CIFAR-10 implementing Per-FedAvg algorithm  Im implementing the Per-FedAvg algorithm with HF-MAML, in which the Hessian Matrix product is approximated by disturbing model parameters $W$ with a small delta $\delta$ (e.g. 0.001), and is calculated as bellow: 
 $H = \frac{\nabla (w+\delta*\nabla w)-\nabla (w-\delta*\nabla w)}{2*\delta}$ 
 Then we use the following formula to update model:
$w = w - \beta \times ( \nabla w * (I- \alpha * H))$ 
 Where \alpha and \beta are predefined learning-rate-like parameters. I is the identity matrix so the upper equation can be written in python code: 
 
 After updating the local models, they are sent to server for averaging.
However, when I use AlexNet on CIFAR-10 dataset, the training loss will suddenly explode to Nan at some point. I tried a lot of methods, and the only way to deal with it is to comment the nn.Dropout() functions in model. 
 
 I just dont understand why. The full model code and the training code are as follows. 
 
 
 I tried the following: 
 
 lower the learning rate, i.e. Alpha and beta. Didnt help. Some clients model will suddenly jump to a infinite training loss, then updating these models to server will cause all models to degrade to a mess. 
 
 lower the disturbing parameter \delta. It becomes even worse, as in the first round all models get a Nan test loss. I believe this could be the place where the issue hides. 
 
 Disable the two Dropout() layer in AlexNet. It worked, and runs smoothly towards the end. 
 
 
 I believe the Dropout somehow break my training process, but disabling it may overfit the model. If I can figure out the real issue then I can use Dropout without concerns. 
",45410.50804
153,78398361,read Data Python use panda,"read Data Python use panda     what could problem follow code , ? read datum    I read datum te code give follow error  ","Reading Data in Python using pandas  
 What could be the problem with the following code,? its not reading the data 
 I was reading the data and te code is giving the following errors 
 
",45410.57182
154,78410724,GPU percentage allocation Python class,"GPU percentage allocation Python class   I m develop sort federate learning environment contain Server class 10 instance Client class . train various client one I d like specify upper limit regard GPU usage client . example :      this Client class I d like instantiate every client different value gpu_fraction then , Client execute training function , I d like use entire GPU pc percentage specify gpu_fraction .    I try code      before execute training function every client , seem work . test approach work use follow code :  ","GPU percentage allocation for a Python class  Im developing a sort of federated learning environment and it contains a Server class and 10 instances of the Client classes. I train the various clients one after the other and Id like to specify an upper limit regarding the GPU usage for each client.
For example: 
 
 this is my Client class and Id like to instantiate every client with a different value of gpu_fraction and then, when a Client executes the training function, Id like not to use the entire GPU of my PC but just the percentage specified by the gpu_fraction. 
 I tried with this code 
 
 before executing the training function for every client, but it doesnt seem to work.
To test if this approach works I used the following code: 
 
",45412.81821
155,78557504,Federated dataloader deprecate ?,"Federated dataloader deprecate ?   in federated Learning code below , I m use Pysyft . goal distribute fashionmnist dataset different client      and error be      I try many solution nothing work . please help !","Federated dataloader deprecated?  In the federated Learning code below, Im using Pysyft. the goal is to distribute the FashionMNIST dataset to  different clients 
 
 and the error is 
 
 I tried many solutions but nothing worked. please help ! 
",45442.94747
156,78567104,integrate Federated Learning use Flower framworke react js /flask web app,"integrate Federated Learning use Flower framworke react js /flask web app   I want create web application use React.js , Flask , Flower framework tensorflow image classification . stuck would appreciate tip resource . anyone help I ?    I ask GPT Gemini , answer work I .","How to integrate Federated Learning using Flower framworke in react js /flask web app  I want to create a web application using React.js, Flask, and the Flower framework with Tensorflow  for image classification. I am stuck and would appreciate any tips or resources. Can anyone help me? 
 I asked GPT and Gemini, but all the answers didnt work for me. 
",45445.70159
157,78742773,socket Mismatch Problem Federated Learning Project,"socket Mismatch Problem Federated Learning Project   I m try run FL project   , thing be , run client side run.sh . report warning / error :      I check code find    utilize    support connection . since requirement contain version package . instal   . so , version package follow :      I also ask ChatGPT , suggest use    instead . change it , new problem :      do anyone idea solve problem ? so , I d appreciative .    any idea solve problem would appreciate , limited answer .","Socket Mismatch Problem in Federated Learning Project  Im trying to running the FL project on  , the thing is, when I run the client side with run.sh. It reported the warning/error: 
 
 I checked the code and found that   utilizes the   to support connection. Since the requirements doesnt contain versions of these packages. I installed them with the  . So, the versions of these packages are as follows: 
 
 I also asked ChatGPT, it suggests to use   instead. But when I changed into it, there was a new problem: 
 
 Does anyone has idea how to solve this problem? If so, Id be very appreciative. 
 Any idea of how to solve this problem would be appreciated, not limited to the answer. 
",45486.14396
158,78835380,custom model aggregator TensorFlow Federated,"custom model aggregator TensorFlow Federated   I experiment TensorFlow Federated , simulate training process FedAvg algorithm .      I want use custom weight aggregate client update instead use number sample . know    parameter call    value accept class   , enum .    so , way seem write custom WeightedAggregator . I ve try follow   explain write unweighted aggregator , can not make work transforming weight one .    this I ve try do :      but get follow error :    aggregationplacementerror : "" result "" attribute return type    must place SERVER , find { < float32[7],float32,float32[1],float32>}@client .","Custom model aggregator TensorFlow Federated  I am experimenting with TensorFlow Federated, simulating a training process with the FedAvg algorithm. 
 
 I want to use custom weights to aggregate the clients updates instead of using their number of samples. I know that   has a parameter called   but the only value accepted is from the class  , which is an enum. 
 So, the only way to do that seems to be to write a custom WeightedAggregator. Ive tried following  that explains how to write an unweighted aggregator, but I cannot make it work transforming it into a weighted one. 
 This is what Ive tried to do: 
 
 But I get the following error: 
 AggregationPlacementError : The ""result"" attribute of return type of   must be placed at SERVER, but found {<float32[7],float32,float32[1],float32>}@CLIENTS. 
",45509.67139
159,78848605,valueerror : name model use 2 time model . layer name unique,"valueerror : name model use 2 time model . layer name unique   I m try take two retrain client federate learn pipeline average weight . work first training , second time I m get error try fix , can not figure issue be .    here error originate line   .    ","ValueError: The name model is used 2 times in the model. All layer names should be unique  Im trying to take two retrained clients in a federated learning pipeline and average their weights. It worked for the first training, but now the second time Im getting this error can I have tried to fix, but I cant figure out what the issue is. 
 Here is the error which originates from the line  . 
 
 
",45512.54763
160,78852053,problem increase number client federate learn,"problem increase number client federate learn   I run different dataset different number client federate learn code . however , work dataset , set value NUM_CLIENTS maximum 20 . client value exceed 20 , encounter error below . make mistake ?        I want increase number client 50","The problem of increasing the number of clients in federated learning  I am running different datasets with different numbers of clients on federated learning code. However, when working with some datasets, I can set the value of NUM_CLIENTS to a maximum of 20. When the client value exceeds 20, I encounter the error below. Where am I making a mistake? 
 
 
 I want to increase the number of clients to 50 
",45513.39666
